idx,clean_pred,true_label,new_pred,outcome,best_upper_margin,elapsed_s,pixels_changed,total_bit_flips,avg_hamming_per_pixel,patch_rows,patch_cols,note
59,5,5,,No counterexample,1.000000,41.370,0,0,0.000000,17-17,14-15,no_counterexample_within_budgets
60,7,7,,No counterexample,-1.375000,36.903,0,0,0.000000,11-12,8-12,no_counterexample_within_budgets
61,8,8,,No counterexample,-0.203125,38.125,0,0,0.000000,1-22,3-13,no_counterexample_within_budgets
62,9,9,4,Counterexample,-1000000000000000052504760255204420248704468581108159154915854115511802457988908195786371375080447864043704443832883878176942523235360430575644792184786706982848387200926575803737830233794788090059368953234970799945081119038967640880074652742780142494579258788820056842838115669472196386865459400540160.000000,34.938,1,4,4.000000,20-21,10-14,witness_found_greedy_byte
63,2,3,3,Counterexample,-1000000000000000052504760255204420248704468581108159154915854115511802457988908195786371375080447864043704443832883878176942523235360430575644792184786706982848387200926575803737830233794788090059368953234970799945081119038967640880074652742780142494579258788820056842838115669472196386865459400540160.000000,38.165,1,4,4.000000,7-7,12-13,witness_found_greedy_byte
64,7,7,,No counterexample,8.093750,374.897,0,0,0.000000,7-8,8-24,no_counterexample_within_budgets
65,4,4,,No counterexample,17.250000,427.022,0,0,0.000000,4-4,11-13,no_counterexample_within_budgets
66,6,6,2,Counterexample,-1000000000000000052504760255204420248704468581108159154915854115511802457988908195786371375080447864043704443832883878176942523235360430575644792184786706982848387200926575803737830233794788090059368953234970799945081119038967640880074652742780142494579258788820056842838115669472196386865459400540160.000000,37.193,1,4,4.000000,25-25,8-13,witness_found_greedy_byte
67,4,4,,No counterexample,1.625000,57.437,0,0,0.000000,0-0,1-4,no_counterexample_within_budgets
68,3,3,,No counterexample,37.281250,353.574,0,0,0.000000,6-12,11-22,no_counterexample_within_budgets
69,0,0,,No counterexample,27.625000,372.845,0,0,0.000000,0-0,2-4,no_counterexample_within_budgets
70,7,7,,No counterexample,-2.375000,32.557,0,0,0.000000,13-19,12-12,no_counterexample_within_budgets
71,0,0,,No counterexample,29.000000,342.906,0,0,0.000000,7-8,9-11,no_counterexample_within_budgets
72,2,2,,No counterexample,28.750000,222.215,0,0,0.000000,0-0,1-3,no_counterexample_within_budgets
73,9,9,7,Counterexample,-1000000000000000052504760255204420248704468581108159154915854115511802457988908195786371375080447864043704443832883878176942523235360430575644792184786706982848387200926575803737830233794788090059368953234970799945081119038967640880074652742780142494579258788820056842838115669472196386865459400540160.000000,30.280,1,4,4.000000,3-3,11-13,witness_found_greedy_byte
74,1,1,,No counterexample,13.687500,333.657,0,0,0.000000,10-12,22-23,no_counterexample_within_budgets
75,7,7,,No counterexample,30.593750,331.094,0,0,0.000000,18-18,11-12,no_counterexample_within_budgets
76,3,3,,No counterexample,7.828125,390.928,0,0,0.000000,12-13,14-22,no_counterexample_within_budgets
77,2,2,7,Counterexample,-1000000000000000052504760255204420248704468581108159154915854115511802457988908195786371375080447864043704443832883878176942523235360430575644792184786706982848387200926575803737830233794788090059368953234970799945081119038967640880074652742780142494579258788820056842838115669472196386865459400540160.000000,36.558,1,4,4.000000,11-13,4-15,witness_found_greedy_byte
78,9,9,8,Counterexample,-1000000000000000052504760255204420248704468581108159154915854115511802457988908195786371375080447864043704443832883878176942523235360430575644792184786706982848387200926575803737830233794788090059368953234970799945081119038967640880074652742780142494579258788820056842838115669472196386865459400540160.000000,38.483,1,4,4.000000,17-19,9-10,witness_found_greedy_byte
79,7,7,,No counterexample,22.000000,285.743,0,0,0.000000,12-13,4-5,no_counterexample_within_budgets
80,7,7,,No counterexample,17.125000,537.673,0,0,0.000000,11-11,13-14,no_counterexample_within_budgets
81,6,6,,No counterexample,15.609375,392.746,0,0,0.000000,9-20,12-15,no_counterexample_within_budgets
82,2,2,,No counterexample,8.000000,174.263,0,0,0.000000,4-4,13-22,no_counterexample_within_budgets
83,7,7,,No counterexample,10.375000,427.819,0,0,0.000000,4-10,15-23,no_counterexample_within_budgets
84,8,8,,No counterexample,3.609375,79.492,0,0,0.000000,1-1,0-6,no_counterexample_within_budgets
85,4,4,,No counterexample,-2.500000,36.185,0,0,0.000000,9-9,24-25,no_counterexample_within_budgets
86,7,7,,No counterexample,4.687500,162.097,0,0,0.000000,0-21,12-27,no_counterexample_within_budgets
87,3,3,5,Counterexample,-1000000000000000052504760255204420248704468581108159154915854115511802457988908195786371375080447864043704443832883878176942523235360430575644792184786706982848387200926575803737830233794788090059368953234970799945081119038967640880074652742780142494579258788820056842838115669472196386865459400540160.000000,38.720,1,4,4.000000,12-12,5-6,witness_found_greedy_byte
88,6,6,,No counterexample,-1.375000,38.373,0,0,0.000000,0-15,13-16,no_counterexample_within_budgets
89,1,1,,No counterexample,20.375000,289.927,0,0,0.000000,8-9,24-24,no_counterexample_within_budgets
90,3,3,,No counterexample,-1.171875,40.160,0,0,0.000000,11-12,14-14,no_counterexample_within_budgets
91,6,6,,No counterexample,-1.375000,39.331,0,0,0.000000,0-0,1-3,no_counterexample_within_budgets
92,9,9,4,Counterexample,-1000000000000000052504760255204420248704468581108159154915854115511802457988908195786371375080447864043704443832883878176942523235360430575644792184786706982848387200926575803737830233794788090059368953234970799945081119038967640880074652742780142494579258788820056842838115669472196386865459400540160.000000,36.258,2,2,1.000000,3-13,13-23,witness_found_greedy_bit
93,3,3,,No counterexample,13.625000,400.421,0,0,0.000000,18-19,10-12,no_counterexample_within_budgets
94,1,1,,No counterexample,12.750000,373.613,0,0,0.000000,12-17,9-22,no_counterexample_within_budgets
95,4,4,,No counterexample,-0.250000,34.480,0,0,0.000000,7-9,10-24,no_counterexample_within_budgets
96,1,1,,No counterexample,6.218750,218.395,0,0,0.000000,17-19,11-11,no_counterexample_within_budgets
97,7,7,,No counterexample,20.937500,314.828,0,0,0.000000,10-11,14-24,no_counterexample_within_budgets
98,6,6,,No counterexample,-0.125000,36.349,0,0,0.000000,12-13,21-22,no_counterexample_within_budgets
99,9,9,,No counterexample,42.500000,305.488,0,0,0.000000,0-0,0-5,no_counterexample_within_budgets
100,6,6,,No counterexample,1.750000,87.696,0,0,0.000000,11-15,14-14,no_counterexample_within_budgets
101,0,0,,No counterexample,1.937500,42.840,0,0,0.000000,2-4,19-22,no_counterexample_within_budgets
102,5,5,,No counterexample,12.406250,318.807,0,0,0.000000,10-11,14-15,no_counterexample_within_budgets
103,4,4,,No counterexample,-2.265625,39.212,0,0,0.000000,11-19,11-14,no_counterexample_within_budgets
104,9,9,,No counterexample,16.000000,363.586,0,0,0.000000,7-13,4-5,no_counterexample_within_budgets
105,9,9,,No counterexample,1.250000,40.438,0,0,0.000000,6-8,4-9,no_counterexample_within_budgets
106,2,2,,No counterexample,-1.343750,35.102,0,0,0.000000,13-14,14-15,no_counterexample_within_budgets
107,1,1,,No counterexample,2.937500,266.482,0,0,0.000000,11-18,5-14,no_counterexample_within_budgets
108,9,9,4,Counterexample,-1000000000000000052504760255204420248704468581108159154915854115511802457988908195786371375080447864043704443832883878176942523235360430575644792184786706982848387200926575803737830233794788090059368953234970799945081119038967640880074652742780142494579258788820056842838115669472196386865459400540160.000000,33.977,2,4,2.000000,15-16,14-14,witness_found_greedy_byte
109,4,4,,No counterexample,6.375000,428.893,0,0,0.000000,8-9,10-14,no_counterexample_within_budgets
110,8,8,,No counterexample,6.421875,112.197,0,0,0.000000,2-2,11-16,no_counterexample_within_budgets
111,1,7,7,Counterexample,-1000000000000000052504760255204420248704468581108159154915854115511802457988908195786371375080447864043704443832883878176942523235360430575644792184786706982848387200926575803737830233794788090059368953234970799945081119038967640880074652742780142494579258788820056842838115669472196386865459400540160.000000,37.883,1,3,3.000000,18-18,23-24,witness_found_greedy_byte
112,3,3,,No counterexample,9.937500,480.107,0,0,0.000000,18-18,10-11,no_counterexample_within_budgets
113,9,9,,No counterexample,2.000000,108.585,0,0,0.000000,9-10,17-17,no_counterexample_within_budgets
114,7,7,,No counterexample,14.875000,319.605,0,0,0.000000,11-15,13-14,no_counterexample_within_budgets
115,4,4,,No counterexample,4.984375,312.467,0,0,0.000000,18-19,10-12,no_counterexample_within_budgets
116,4,4,,No counterexample,30.000000,277.486,0,0,0.000000,12-13,12-14,no_counterexample_within_budgets
117,4,4,,No counterexample,4.500000,109.531,0,0,0.000000,13-18,7-10,no_counterexample_within_budgets
118,9,9,,No counterexample,6.625000,457.235,0,0,0.000000,13-20,12-23,no_counterexample_within_budgets
119,2,2,,No counterexample,4.234375,495.293,0,0,0.000000,5-8,23-23,no_counterexample_within_budgets
120,3,5,5,Counterexample,-1000000000000000052504760255204420248704468581108159154915854115511802457988908195786371375080447864043704443832883878176942523235360430575644792184786706982848387200926575803737830233794788090059368953234970799945081119038967640880074652742780142494579258788820056842838115669472196386865459400540160.000000,39.094,2,2,1.000000,7-7,23-24,witness_found_greedy_bit
121,4,4,8,Counterexample,-1000000000000000052504760255204420248704468581108159154915854115511802457988908195786371375080447864043704443832883878176942523235360430575644792184786706982848387200926575803737830233794788090059368953234970799945081119038967640880074652742780142494579258788820056842838115669472196386865459400540160.000000,38.665,1,4,4.000000,11-18,10-14,witness_found_greedy_byte
122,7,7,,No counterexample,25.437500,292.113,0,0,0.000000,6-13,12-23,no_counterexample_within_budgets
123,6,6,,No counterexample,7.937500,102.754,0,0,0.000000,11-19,12-14,no_counterexample_within_budgets
124,9,7,4,Counterexample,-1000000000000000052504760255204420248704468581108159154915854115511802457988908195786371375080447864043704443832883878176942523235360430575644792184786706982848387200926575803737830233794788090059368953234970799945081119038967640880074652742780142494579258788820056842838115669472196386865459400540160.000000,38.677,1,4,4.000000,11-11,15-21,witness_found_greedy_byte
125,9,9,7,Counterexample,-1000000000000000052504760255204420248704468581108159154915854115511802457988908195786371375080447864043704443832883878176942523235360430575644792184786706982848387200926575803737830233794788090059368953234970799945081119038967640880074652742780142494579258788820056842838115669472196386865459400540160.000000,38.332,1,4,4.000000,13-20,10-14,witness_found_greedy_byte
126,0,0,2,Counterexample,-1000000000000000052504760255204420248704468581108159154915854115511802457988908195786371375080447864043704443832883878176942523235360430575644792184786706982848387200926575803737830233794788090059368953234970799945081119038967640880074652742780142494579258788820056842838115669472196386865459400540160.000000,39.234,1,4,4.000000,16-17,13-16,witness_found_greedy_byte
127,5,5,,No counterexample,5.187500,93.268,0,0,0.000000,8-9,14-24,no_counterexample_within_budgets
128,8,8,,No counterexample,-1.468750,39.564,0,0,0.000000,0-9,2-15,no_counterexample_within_budgets
129,5,5,,No counterexample,9.343750,426.551,0,0,0.000000,11-15,10-25,no_counterexample_within_budgets
130,6,6,,No counterexample,14.000000,42.435,0,0,0.000000,5-11,14-23,no_counterexample_within_budgets
131,6,6,,No counterexample,-6.187500,37.443,0,0,0.000000,0-0,2-4,no_counterexample_within_budgets
132,5,5,,No counterexample,23.218750,529.428,0,0,0.000000,0-0,3-10,no_counterexample_within_budgets
133,2,7,,No counterexample,13.375000,344.701,0,0,0.000000,16-16,13-14,no_counterexample_within_budgets
134,8,8,,No counterexample,15.390625,443.166,0,0,0.000000,12-24,3-5,no_counterexample_within_budgets
135,1,1,,No counterexample,4.000000,145.205,0,0,0.000000,11-13,10-14,no_counterexample_within_budgets
136,0,0,,No counterexample,3.203125,87.558,0,0,0.000000,11-17,13-14,no_counterexample_within_budgets
137,1,1,,No counterexample,1.250000,40.603,0,0,0.000000,10-12,15-23,no_counterexample_within_budgets
138,6,6,,No counterexample,-2.000000,37.861,0,0,0.000000,2-18,13-24,no_counterexample_within_budgets
139,8,4,4,Counterexample,-1000000000000000052504760255204420248704468581108159154915854115511802457988908195786371375080447864043704443832883878176942523235360430575644792184786706982848387200926575803737830233794788090059368953234970799945081119038967640880074652742780142494579258788820056842838115669472196386865459400540160.000000,38.460,1,4,4.000000,3-20,9-11,witness_found_greedy_byte
140,6,6,,No counterexample,-1.484375,39.087,0,0,0.000000,9-10,23-24,no_counterexample_within_budgets
141,7,7,,No counterexample,3.750000,102.989,0,0,0.000000,9-10,24-25,no_counterexample_within_budgets
142,3,3,,No counterexample,-1.812500,37.555,0,0,0.000000,13-14,5-14,no_counterexample_within_budgets
143,1,1,,No counterexample,-1.531250,38.743,0,0,0.000000,11-13,14-23,no_counterexample_within_budgets
144,7,7,,No counterexample,9.093750,391.411,0,0,0.000000,11-12,14-14,no_counterexample_within_budgets
145,1,1,,No counterexample,31.343750,355.353,0,0,0.000000,13-15,14-14,no_counterexample_within_budgets
146,8,8,,No counterexample,11.312500,103.457,0,0,0.000000,9-10,10-14,no_counterexample_within_budgets
147,2,2,,No counterexample,10.125000,391.918,0,0,0.000000,3-4,12-15,no_counterexample_within_budgets
148,0,0,,No counterexample,4.625000,166.741,0,0,0.000000,13-17,13-22,no_counterexample_within_budgets
149,4,2,,No counterexample,15.062500,531.646,0,0,0.000000,10-19,12-23,no_counterexample_within_budgets
150,9,9,,No counterexample,16.875000,269.181,0,0,0.000000,11-19,11-23,no_counterexample_within_budgets
151,9,9,,No counterexample,5.125000,416.661,0,0,0.000000,14-24,5-22,no_counterexample_within_budgets
152,5,5,,No counterexample,3.703125,215.222,0,0,0.000000,18-19,10-12,no_counterexample_within_budgets
153,3,5,5,Counterexample,-1000000000000000052504760255204420248704468581108159154915854115511802457988908195786371375080447864043704443832883878176942523235360430575644792184786706982848387200926575803737830233794788090059368953234970799945081119038967640880074652742780142494579258788820056842838115669472196386865459400540160.000000,37.959,1,4,4.000000,4-12,8-13,witness_found_greedy_byte
154,1,1,,No counterexample,33.000000,369.451,0,0,0.000000,12-15,14-15,no_counterexample_within_budgets
155,5,5,,No counterexample,5.203125,233.326,0,0,0.000000,18-18,10-11,no_counterexample_within_budgets
156,6,6,,No counterexample,20.375000,165.977,0,0,0.000000,7-10,5-10,no_counterexample_within_budgets
157,0,0,,No counterexample,3.562500,144.535,0,0,0.000000,15-17,13-14,no_counterexample_within_budgets
158,3,3,,No counterexample,25.000000,547.783,0,0,0.000000,10-10,14-23,no_counterexample_within_budgets
159,4,4,,No counterexample,23.437500,381.284,0,0,0.000000,18-19,10-12,no_counterexample_within_budgets
160,4,4,,No counterexample,0.937500,37.044,0,0,0.000000,9-11,13-15,no_counterexample_within_budgets
161,6,6,,No counterexample,-2.250000,39.051,0,0,0.000000,2-2,15-18,no_counterexample_within_budgets
162,5,5,,No counterexample,21.531250,343.355,0,0,0.000000,11-11,15-16,no_counterexample_within_budgets
163,4,4,,No counterexample,20.000000,402.156,0,0,0.000000,3-3,13-16,no_counterexample_within_budgets
164,6,6,,No counterexample,17.750000,346.855,0,0,0.000000,16-18,12-14,no_counterexample_within_budgets
165,5,5,,No counterexample,18.375000,567.332,0,0,0.000000,7-7,13-15,no_counterexample_within_budgets
166,4,4,,No counterexample,7.500000,335.371,0,0,0.000000,9-12,10-22,no_counterexample_within_budgets
167,5,5,,No counterexample,9.375000,202.564,0,0,0.000000,6-10,16-24,no_counterexample_within_budgets
168,1,1,,No counterexample,-2.156250,38.262,0,0,0.000000,6-8,23-23,no_counterexample_within_budgets
169,4,4,,No counterexample,0.000000,38.228,0,0,0.000000,9-10,14-15,no_counterexample_within_budgets
170,4,4,,No counterexample,3.625000,372.979,0,0,0.000000,9-10,7-8,no_counterexample_within_budgets
171,7,7,,No counterexample,5.750000,37.064,0,0,0.000000,9-10,24-24,no_counterexample_within_budgets
172,3,2,,No counterexample,5.500000,366.167,0,0,0.000000,7-11,8-13,no_counterexample_within_budgets
173,3,3,,No counterexample,11.000000,362.160,0,0,0.000000,18-18,11-12,no_counterexample_within_budgets
174,2,2,,No counterexample,1.906250,69.779,0,0,0.000000,7-14,14-23,no_counterexample_within_budgets
175,7,7,,No counterexample,5.828125,399.449,0,0,0.000000,19-20,23-23,no_counterexample_within_budgets
176,1,1,,No counterexample,3.562500,121.184,0,0,0.000000,11-14,14-14,no_counterexample_within_budgets
177,8,8,,No counterexample,5.656250,310.778,0,0,0.000000,3-12,12-17,no_counterexample_within_budgets
178,1,1,,No counterexample,6.750000,87.156,0,0,0.000000,11-15,14-14,no_counterexample_within_budgets
179,8,8,,No counterexample,3.906250,65.439,0,0,0.000000,11-18,10-14,no_counterexample_within_budgets
180,1,1,,No counterexample,20.218750,388.741,0,0,0.000000,18-18,10-11,no_counterexample_within_budgets
181,8,8,,No counterexample,5.828125,90.394,0,0,0.000000,12-14,19-22,no_counterexample_within_budgets
182,5,5,,No counterexample,17.406250,568.653,0,0,0.000000,13-14,14-14,no_counterexample_within_budgets
183,0,0,,No counterexample,15.000000,314.892,0,0,0.000000,8-15,14-24,no_counterexample_within_budgets
184,8,8,,No counterexample,3.140625,135.474,0,0,0.000000,3-10,15-23,no_counterexample_within_budgets
185,9,9,4,Counterexample,-1000000000000000052504760255204420248704468581108159154915854115511802457988908195786371375080447864043704443832883878176942523235360430575644792184786706982848387200926575803737830233794788090059368953234970799945081119038967640880074652742780142494579258788820056842838115669472196386865459400540160.000000,38.743,1,4,4.000000,15-19,12-14,witness_found_greedy_byte
186,2,2,,No counterexample,16.500000,109.861,0,0,0.000000,0-4,3-12,no_counterexample_within_budgets
187,3,5,8,Counterexample,-1000000000000000052504760255204420248704468581108159154915854115511802457988908195786371375080447864043704443832883878176942523235360430575644792184786706982848387200926575803737830233794788090059368953234970799945081119038967640880074652742780142494579258788820056842838115669472196386865459400540160.000000,38.949,1,3,3.000000,11-11,8-14,witness_found_greedy_byte
188,0,0,,No counterexample,21.500000,138.102,0,0,0.000000,9-10,8-24,no_counterexample_within_budgets
189,1,1,,No counterexample,6.687500,243.334,0,0,0.000000,14-14,7-14,no_counterexample_within_budgets
190,1,1,,No counterexample,3.875000,170.489,0,0,0.000000,12-12,15-22,no_counterexample_within_budgets
191,1,1,,No counterexample,3.906250,185.843,0,0,0.000000,13-15,7-14,no_counterexample_within_budgets
192,0,0,,No counterexample,5.750000,149.939,0,0,0.000000,1-1,7-25,no_counterexample_within_budgets
193,4,9,9,Counterexample,-1000000000000000052504760255204420248704468581108159154915854115511802457988908195786371375080447864043704443832883878176942523235360430575644792184786706982848387200926575803737830233794788090059368953234970799945081119038967640880074652742780142494579258788820056842838115669472196386865459400540160.000000,39.135,1,2,2.000000,17-19,10-12,witness_found_greedy_byte
194,0,0,5,Counterexample,2.531250,40.441,2,4,2.000000,15-16,13-14,witness_found_bab
195,8,3,3,Counterexample,-1000000000000000052504760255204420248704468581108159154915854115511802457988908195786371375080447864043704443832883878176942523235360430575644792184786706982848387200926575803737830233794788090059368953234970799945081119038967640880074652742780142494579258788820056842838115669472196386865459400540160.000000,37.838,1,4,4.000000,24-25,5-8,witness_found_greedy_byte
196,1,1,,No counterexample,2.500000,127.380,0,0,0.000000,11-15,14-14,no_counterexample_within_budgets
197,6,6,,No counterexample,4.062500,53.843,0,0,0.000000,9-10,15-17,no_counterexample_within_budgets
198,4,4,,No counterexample,3.000000,404.509,0,0,0.000000,12-12,17-18,no_counterexample_within_budgets
199,2,2,,No counterexample,-0.375000,38.008,0,0,0.000000,0-1,2-2,no_counterexample_within_budgets
200,3,3,,No counterexample,12.000000,213.157,0,0,0.000000,11-12,12-13,no_counterexample_within_budgets
201,6,6,,No counterexample,5.250000,52.689,0,0,0.000000,10-11,13-15,no_counterexample_within_budgets
202,1,1,,No counterexample,-0.375000,37.761,0,0,0.000000,13-15,5-14,no_counterexample_within_budgets
203,1,1,,No counterexample,-0.015625,37.330,0,0,0.000000,8-12,7-24,no_counterexample_within_budgets
204,1,1,,No counterexample,-0.343750,38.343,0,0,0.000000,11-12,15-15,no_counterexample_within_budgets
205,3,3,,No counterexample,-0.812500,38.600,0,0,0.000000,6-12,15-23,no_counterexample_within_budgets
206,9,9,,No counterexample,4.500000,285.656,0,0,0.000000,10-10,15-16,no_counterexample_within_budgets
207,5,5,,No counterexample,2.687500,103.756,0,0,0.000000,10-16,9-14,no_counterexample_within_budgets
208,2,2,,No counterexample,3.750000,74.722,0,0,0.000000,1-13,2-5,no_counterexample_within_budgets
209,9,9,,No counterexample,25.000000,354.534,0,0,0.000000,18-19,10-12,no_counterexample_within_budgets
210,4,4,,No counterexample,11.125000,324.268,0,0,0.000000,10-10,23-24,no_counterexample_within_budgets
211,5,5,,No counterexample,6.593750,279.574,0,0,0.000000,14-18,10-14,no_counterexample_within_budgets
212,9,9,,No counterexample,20.125000,373.750,0,0,0.000000,20-20,10-11,no_counterexample_within_budgets
213,3,3,,No counterexample,5.531250,73.578,0,0,0.000000,13-18,9-14,no_counterexample_within_budgets
214,9,9,4,Counterexample,-1000000000000000052504760255204420248704468581108159154915854115511802457988908195786371375080447864043704443832883878176942523235360430575644792184786706982848387200926575803737830233794788090059368953234970799945081119038967640880074652742780142494579258788820056842838115669472196386865459400540160.000000,35.595,1,3,3.000000,11-12,12-12,witness_found_greedy_byte
215,0,0,,No counterexample,4.937500,181.210,0,0,0.000000,17-24,5-13,no_counterexample_within_budgets
216,3,3,,No counterexample,10.234375,363.637,0,0,0.000000,11-11,13-14,no_counterexample_within_budgets
