idx,clean_pred,true_label,new_pred,outcome,best_upper_margin,elapsed_s,pixels_changed,total_bit_flips,avg_hamming_per_pixel,patch_rows,patch_cols,note
18,2,3,,Counterexample,-1000000000000000052504760255204420248704468581108159154915854115511802457988908195786371375080447864043704443832883878176942523235360430575644792184786706982848387200926575803737830233794788090059368953234970799945081119038967640880074652742780142494579258788820056842838115669472196386865459400540160.000000,24.320,1,4,4.000000,19-20,11-12,witness_found_greedy_byte
19,4,4,,No counterexample,27.500000,3210.055,0,0,0.000000,10-10,4-5,no_counterexample_within_budgets
20,9,9,,No counterexample,80.000000,15817.535,0,0,0.000000,15-16,12-13,no_counterexample_within_budgets
21,6,6,,No counterexample,-10.000000,36.943,0,0,0.000000,4-4,8-9,no_counterexample_within_budgets
22,6,6,,No counterexample,20.000000,11712.406,0,0,0.000000,5-6,8-9,no_counterexample_within_budgets
23,5,5,,No counterexample,-2.000000,32.720,0,0,0.000000,10-10,18-19,no_counterexample_within_budgets
24,4,4,,No counterexample,22.500000,3016.754,0,0,0.000000,4-5,25-25,no_counterexample_within_budgets
25,0,0,,No counterexample,48.000000,189.369,0,0,0.000000,13-14,17-17,no_counterexample_within_budgets
26,7,7,,No counterexample,0.000000,34.356,0,0,0.000000,4-4,8-9,no_counterexample_within_budgets
27,4,4,,No counterexample,17.000000,4659.230,0,0,0.000000,8-9,19-19,no_counterexample_within_budgets
28,0,0,,No counterexample,64.000000,4159.536,0,0,0.000000,21-22,10-11,no_counterexample_within_budgets
29,1,1,,No counterexample,-0.125000,37.481,0,0,0.000000,6-6,9-10,no_counterexample_within_budgets
30,3,3,,No counterexample,-12.000000,30.675,0,0,0.000000,0-0,0-1,no_counterexample_within_budgets
31,1,1,,No counterexample,3.125000,1827.201,0,0,0.000000,16-16,2-3,no_counterexample_within_budgets
32,3,3,,No counterexample,-8.000000,32.346,0,0,0.000000,13-14,15-16,no_counterexample_within_budgets
33,4,4,,Counterexample,-1000000000000000052504760255204420248704468581108159154915854115511802457988908195786371375080447864043704443832883878176942523235360430575644792184786706982848387200926575803737830233794788090059368953234970799945081119038967640880074652742780142494579258788820056842838115669472196386865459400540160.000000,23.415,1,3,3.000000,8-9,13-14,witness_found_greedy_byte
34,7,7,,No counterexample,-6.000000,29.823,0,0,0.000000,8-8,8-9,no_counterexample_within_budgets
35,2,2,,No counterexample,0.000000,28.723,0,0,0.000000,3-3,10-11,no_counterexample_within_budgets
36,7,7,,Counterexample,-1000000000000000052504760255204420248704468581108159154915854115511802457988908195786371375080447864043704443832883878176942523235360430575644792184786706982848387200926575803737830233794788090059368953234970799945081119038967640880074652742780142494579258788820056842838115669472196386865459400540160.000000,22.400,1,4,4.000000,17-18,12-12,witness_found_greedy_byte
37,1,1,,No counterexample,-1.625000,31.694,0,0,0.000000,0-0,14-15,no_counterexample_within_budgets
38,2,2,,No counterexample,0.000000,22.744,0,0,0.000000,8-8,2-3,no_counterexample_within_budgets
39,1,1,,No counterexample,24.500000,173.290,0,0,0.000000,12-12,14-15,no_counterexample_within_budgets
40,1,1,,No counterexample,1.640625,2039.110,0,0,0.000000,16-16,2-3,no_counterexample_within_budgets
41,7,7,,Counterexample,-1000000000000000052504760255204420248704468581108159154915854115511802457988908195786371375080447864043704443832883878176942523235360430575644792184786706982848387200926575803737830233794788090059368953234970799945081119038967640880074652742780142494579258788820056842838115669472196386865459400540160.000000,18.838,1,4,4.000000,18-18,2-3,witness_found_greedy_byte
42,4,4,,No counterexample,80.000000,12172.167,0,0,0.000000,9-9,8-9,no_counterexample_within_budgets
43,2,2,,Counterexample,-1000000000000000052504760255204420248704468581108159154915854115511802457988908195786371375080447864043704443832883878176942523235360430575644792184786706982848387200926575803737830233794788090059368953234970799945081119038967640880074652742780142494579258788820056842838115669472196386865459400540160.000000,23.150,1,2,2.000000,14-14,2-3,witness_found_greedy_byte
44,3,3,,No counterexample,-2.000000,31.816,0,0,0.000000,4-4,20-21,no_counterexample_within_budgets
45,5,5,,No counterexample,120.000000,1992.243,0,0,0.000000,10-10,22-23,no_counterexample_within_budgets
46,1,1,,Counterexample,-1000000000000000052504760255204420248704468581108159154915854115511802457988908195786371375080447864043704443832883878176942523235360430575644792184786706982848387200926575803737830233794788090059368953234970799945081119038967640880074652742780142494579258788820056842838115669472196386865459400540160.000000,22.653,1,4,4.000000,18-19,16-17,witness_found_greedy_byte
47,2,2,,No counterexample,-8.000000,32.739,0,0,0.000000,0-0,0-1,no_counterexample_within_budgets
48,4,4,,No counterexample,128.000000,476.463,0,0,0.000000,17-17,16-17,no_counterexample_within_budgets
49,4,4,,No counterexample,21.000000,14107.727,0,0,0.000000,7-8,17-17,no_counterexample_within_budgets
50,6,6,,No counterexample,-6.500000,33.637,0,0,0.000000,8-9,2-3,no_counterexample_within_budgets
51,3,3,,Counterexample,-1000000000000000052504760255204420248704468581108159154915854115511802457988908195786371375080447864043704443832883878176942523235360430575644792184786706982848387200926575803737830233794788090059368953234970799945081119038967640880074652742780142494579258788820056842838115669472196386865459400540160.000000,16.950,1,4,4.000000,8-9,11-12,witness_found_greedy_byte
52,5,5,,No counterexample,56.000000,1868.539,0,0,0.000000,9-9,8-9,no_counterexample_within_budgets
53,5,5,,Counterexample,-1000000000000000052504760255204420248704468581108159154915854115511802457988908195786371375080447864043704443832883878176942523235360430575644792184786706982848387200926575803737830233794788090059368953234970799945081119038967640880074652742780142494579258788820056842838115669472196386865459400540160.000000,22.037,1,3,3.000000,8-8,4-5,witness_found_greedy_byte
54,6,6,,No counterexample,-8.000000,37.112,0,0,0.000000,18-18,17-18,no_counterexample_within_budgets
55,0,0,,No counterexample,-4.000000,32.588,0,0,0.000000,14-14,14-15,no_counterexample_within_budgets
56,4,4,,No counterexample,-3.125000,45.134,0,0,0.000000,8-9,17-17,no_counterexample_within_budgets
57,1,1,,No counterexample,3.062500,897.604,0,0,0.000000,14-14,2-3,no_counterexample_within_budgets
58,9,9,,No counterexample,108.000000,9815.254,0,0,0.000000,14-15,8-8,no_counterexample_within_budgets
59,5,5,,No counterexample,24.000000,172.587,0,0,0.000000,16-16,16-17,no_counterexample_within_budgets
60,3,7,,Counterexample,-1000000000000000052504760255204420248704468581108159154915854115511802457988908195786371375080447864043704443832883878176942523235360430575644792184786706982848387200926575803737830233794788090059368953234970799945081119038967640880074652742780142494579258788820056842838115669472196386865459400540160.000000,23.043,1,4,4.000000,2-2,22-23,witness_found_greedy_byte
61,8,8,,No counterexample,128.000000,10450.242,0,0,0.000000,11-12,10-11,no_counterexample_within_budgets
62,9,9,,Counterexample,-1000000000000000052504760255204420248704468581108159154915854115511802457988908195786371375080447864043704443832883878176942523235360430575644792184786706982848387200926575803737830233794788090059368953234970799945081119038967640880074652742780142494579258788820056842838115669472196386865459400540160.000000,17.844,1,3,3.000000,6-6,25-26,witness_found_greedy_byte
63,3,3,,Counterexample,-1000000000000000052504760255204420248704468581108159154915854115511802457988908195786371375080447864043704443832883878176942523235360430575644792184786706982848387200926575803737830233794788090059368953234970799945081119038967640880074652742780142494579258788820056842838115669472196386865459400540160.000000,21.672,1,4,4.000000,6-7,17-18,witness_found_greedy_byte
64,7,7,,Counterexample,-1000000000000000052504760255204420248704468581108159154915854115511802457988908195786371375080447864043704443832883878176942523235360430575644792184786706982848387200926575803737830233794788090059368953234970799945081119038967640880074652742780142494579258788820056842838115669472196386865459400540160.000000,24.095,1,4,4.000000,15-15,11-12,witness_found_greedy_byte
65,4,4,,No counterexample,2.000000,163.255,0,0,0.000000,4-4,4-5,no_counterexample_within_budgets
66,6,6,,No counterexample,23.500000,5712.826,0,0,0.000000,9-10,9-10,no_counterexample_within_budgets
67,4,4,,No counterexample,28.000000,14752.218,0,0,0.000000,7-8,17-17,no_counterexample_within_budgets
68,3,3,,No counterexample,0.000000,32.933,0,0,0.000000,6-7,14-14,no_counterexample_within_budgets
69,0,0,,No counterexample,112.000000,14653.283,0,0,0.000000,13-13,18-19,no_counterexample_within_budgets
70,7,7,,Counterexample,-1000000000000000052504760255204420248704468581108159154915854115511802457988908195786371375080447864043704443832883878176942523235360430575644792184786706982848387200926575803737830233794788090059368953234970799945081119038967640880074652742780142494579258788820056842838115669472196386865459400540160.000000,23.297,1,4,4.000000,20-20,22-23,witness_found_greedy_byte
71,0,0,,No counterexample,0.000000,33.841,0,0,0.000000,6-6,17-18,no_counterexample_within_budgets
72,2,2,,No counterexample,0.000000,33.197,0,0,0.000000,0-0,0-1,no_counterexample_within_budgets
73,9,9,,Counterexample,-1000000000000000052504760255204420248704468581108159154915854115511802457988908195786371375080447864043704443832883878176942523235360430575644792184786706982848387200926575803737830233794788090059368953234970799945081119038967640880074652742780142494579258788820056842838115669472196386865459400540160.000000,23.475,1,2,2.000000,8-8,8-9,witness_found_greedy_byte
74,1,1,,No counterexample,2.750000,2860.179,0,0,0.000000,14-14,2-3,no_counterexample_within_budgets
75,7,7,,No counterexample,0.000000,33.136,0,0,0.000000,2-2,6-7,no_counterexample_within_budgets
76,3,3,,No counterexample,-4.000000,45.585,0,0,0.000000,7-8,16-16,no_counterexample_within_budgets
77,2,2,,No counterexample,12.000000,914.365,0,0,0.000000,11-11,2-3,no_counterexample_within_budgets
78,9,9,,Counterexample,-1000000000000000052504760255204420248704468581108159154915854115511802457988908195786371375080447864043704443832883878176942523235360430575644792184786706982848387200926575803737830233794788090059368953234970799945081119038967640880074652742780142494579258788820056842838115669472196386865459400540160.000000,23.540,1,3,3.000000,8-8,2-3,witness_found_greedy_byte
79,7,7,,Counterexample,-1000000000000000052504760255204420248704468581108159154915854115511802457988908195786371375080447864043704443832883878176942523235360430575644792184786706982848387200926575803737830233794788090059368953234970799945081119038967640880074652742780142494579258788820056842838115669472196386865459400540160.000000,23.972,1,4,4.000000,9-10,15-16,witness_found_greedy_byte
80,7,7,,No counterexample,0.000000,31.675,0,0,0.000000,0-0,0-1,no_counterexample_within_budgets
81,6,6,,No counterexample,-4.000000,38.737,0,0,0.000000,6-7,8-9,no_counterexample_within_budgets
82,2,2,,No counterexample,120.000000,3824.805,0,0,0.000000,14-15,7-8,no_counterexample_within_budgets
83,7,7,,No counterexample,-2.000000,31.564,0,0,0.000000,2-2,14-15,no_counterexample_within_budgets
84,8,8,,Counterexample,-1000000000000000052504760255204420248704468581108159154915854115511802457988908195786371375080447864043704443832883878176942523235360430575644792184786706982848387200926575803737830233794788090059368953234970799945081119038967640880074652742780142494579258788820056842838115669472196386865459400540160.000000,25.107,1,4,4.000000,10-11,12-12,witness_found_greedy_byte
85,4,4,,No counterexample,-11.500000,29.540,0,0,0.000000,8-8,3-4,no_counterexample_within_budgets
86,7,7,,No counterexample,-2.000000,32.104,0,0,0.000000,18-19,12-13,no_counterexample_within_budgets
87,2,3,,Counterexample,-1000000000000000052504760255204420248704468581108159154915854115511802457988908195786371375080447864043704443832883878176942523235360430575644792184786706982848387200926575803737830233794788090059368953234970799945081119038967640880074652742780142494579258788820056842838115669472196386865459400540160.000000,24.208,1,4,4.000000,8-8,9-10,witness_found_greedy_byte
88,6,6,,No counterexample,106.000000,12013.139,0,0,0.000000,4-4,8-9,no_counterexample_within_budgets
89,1,1,,No counterexample,0.000000,42.909,0,0,0.000000,16-17,18-18,no_counterexample_within_budgets
90,3,3,,Counterexample,-1000000000000000052504760255204420248704468581108159154915854115511802457988908195786371375080447864043704443832883878176942523235360430575644792184786706982848387200926575803737830233794788090059368953234970799945081119038967640880074652742780142494579258788820056842838115669472196386865459400540160.000000,24.745,1,4,4.000000,8-9,14-14,witness_found_greedy_byte
91,6,6,,No counterexample,-8.000000,27.253,0,0,0.000000,4-5,11-12,no_counterexample_within_budgets
92,4,9,,Counterexample,-1000000000000000052504760255204420248704468581108159154915854115511802457988908195786371375080447864043704443832883878176942523235360430575644792184786706982848387200926575803737830233794788090059368953234970799945081119038967640880074652742780142494579258788820056842838115669472196386865459400540160.000000,23.708,1,4,4.000000,7-7,16-17,witness_found_greedy_byte
93,3,3,,No counterexample,96.000000,5296.422,0,0,0.000000,6-7,11-12,no_counterexample_within_budgets
94,1,1,,Counterexample,-1000000000000000052504760255204420248704468581108159154915854115511802457988908195786371375080447864043704443832883878176942523235360430575644792184786706982848387200926575803737830233794788090059368953234970799945081119038967640880074652742780142494579258788820056842838115669472196386865459400540160.000000,22.886,1,4,4.000000,21-21,14-15,witness_found_greedy_byte
95,4,4,,No counterexample,72.000000,2594.669,0,0,0.000000,20-21,12-13,no_counterexample_within_budgets
96,1,1,,Counterexample,-1000000000000000052504760255204420248704468581108159154915854115511802457988908195786371375080447864043704443832883878176942523235360430575644792184786706982848387200926575803737830233794788090059368953234970799945081119038967640880074652742780142494579258788820056842838115669472196386865459400540160.000000,22.173,1,4,4.000000,13-14,14-15,witness_found_greedy_byte
97,7,7,,Counterexample,-1000000000000000052504760255204420248704468581108159154915854115511802457988908195786371375080447864043704443832883878176942523235360430575644792184786706982848387200926575803737830233794788090059368953234970799945081119038967640880074652742780142494579258788820056842838115669472196386865459400540160.000000,23.685,1,4,4.000000,10-11,14-15,witness_found_greedy_byte
98,6,6,,No counterexample,0.000000,32.527,0,0,0.000000,8-8,14-15,no_counterexample_within_budgets
99,9,9,,No counterexample,78.000000,13293.368,0,0,0.000000,19-19,10-11,no_counterexample_within_budgets
100,6,6,,No counterexample,22.000000,3318.915,0,0,0.000000,6-6,18-19,no_counterexample_within_budgets
101,0,0,,No counterexample,56.000000,15098.386,0,0,0.000000,7-7,8-9,no_counterexample_within_budgets
102,5,5,,No counterexample,0.000000,40.757,0,0,0.000000,7-7,6-7,no_counterexample_within_budgets
103,4,4,,No counterexample,17.500000,2582.937,0,0,0.000000,5-5,16-17,no_counterexample_within_budgets
104,9,9,,No counterexample,0.000000,35.802,0,0,0.000000,0-0,10-11,no_counterexample_within_budgets
105,9,9,,No counterexample,16.000000,1657.932,0,0,0.000000,10-11,4-5,no_counterexample_within_budgets
106,2,2,,No counterexample,128.000000,4032.552,0,0,0.000000,21-22,8-9,no_counterexample_within_budgets
107,1,1,,No counterexample,24.000000,1224.650,0,0,0.000000,12-12,14-15,no_counterexample_within_budgets
108,9,9,,No counterexample,-16.000000,32.013,0,0,0.000000,0-0,0-1,no_counterexample_within_budgets
109,4,4,,No counterexample,110.000000,16275.857,0,0,0.000000,17-17,8-9,no_counterexample_within_budgets
110,8,8,,No counterexample,0.000000,38.144,0,0,0.000000,11-11,11-12,no_counterexample_within_budgets
111,7,7,,No counterexample,0.000000,30.864,0,0,0.000000,16-16,24-25,no_counterexample_within_budgets
112,3,3,,No counterexample,12.000000,375.342,0,0,0.000000,7-7,17-18,no_counterexample_within_budgets
113,9,9,,No counterexample,104.000000,18972.013,0,0,0.000000,8-8,21-22,no_counterexample_within_budgets
114,7,7,,No counterexample,4.000000,307.310,0,0,0.000000,15-16,15-16,no_counterexample_within_budgets
115,4,4,,Counterexample,-1000000000000000052504760255204420248704468581108159154915854115511802457988908195786371375080447864043704443832883878176942523235360430575644792184786706982848387200926575803737830233794788090059368953234970799945081119038967640880074652742780142494579258788820056842838115669472196386865459400540160.000000,23.426,1,3,3.000000,10-11,14-14,witness_found_greedy_byte
116,4,4,,No counterexample,19.000000,6700.938,0,0,0.000000,6-6,17-18,no_counterexample_within_budgets
117,4,4,,No counterexample,82.000000,12210.181,0,0,0.000000,6-7,18-19,no_counterexample_within_budgets
118,9,9,,Counterexample,-1000000000000000052504760255204420248704468581108159154915854115511802457988908195786371375080447864043704443832883878176942523235360430575644792184786706982848387200926575803737830233794788090059368953234970799945081119038967640880074652742780142494579258788820056842838115669472196386865459400540160.000000,18.438,1,4,4.000000,7-7,14-15,witness_found_greedy_byte
119,2,2,,No counterexample,0.000000,25.774,0,0,0.000000,8-9,8-9,no_counterexample_within_budgets
120,5,5,,No counterexample,96.000000,12088.360,0,0,0.000000,6-7,11-12,no_counterexample_within_budgets
121,4,4,,No counterexample,18.000000,2290.671,0,0,0.000000,4-4,18-19,no_counterexample_within_budgets
122,7,7,,No counterexample,118.000000,5548.903,0,0,0.000000,2-3,7-8,no_counterexample_within_budgets
123,6,6,,No counterexample,12.000000,694.125,0,0,0.000000,19-19,9-10,no_counterexample_within_budgets
124,7,7,,Counterexample,-1000000000000000052504760255204420248704468581108159154915854115511802457988908195786371375080447864043704443832883878176942523235360430575644792184786706982848387200926575803737830233794788090059368953234970799945081119038967640880074652742780142494579258788820056842838115669472196386865459400540160.000000,23.565,1,3,3.000000,3-3,20-21,witness_found_greedy_byte
125,9,9,,No counterexample,4.000000,2814.702,0,0,0.000000,8-8,24-25,no_counterexample_within_budgets
126,0,0,,No counterexample,6.000000,169.753,0,0,0.000000,14-14,14-15,no_counterexample_within_budgets
127,5,5,,No counterexample,-8.000000,29.739,0,0,0.000000,0-0,0-1,no_counterexample_within_budgets
128,8,8,,No counterexample,-6.000000,33.676,0,0,0.000000,22-23,10-11,no_counterexample_within_budgets
129,5,5,,No counterexample,-8.000000,32.931,0,0,0.000000,0-0,0-1,no_counterexample_within_budgets
130,6,6,,No counterexample,118.000000,4998.463,0,0,0.000000,13-13,22-23,no_counterexample_within_budgets
131,6,6,,No counterexample,76.000000,12708.151,0,0,0.000000,9-10,6-6,no_counterexample_within_budgets
132,5,5,,No counterexample,128.000000,7206.109,0,0,0.000000,12-13,11-12,no_counterexample_within_budgets
133,7,7,,No counterexample,56.000000,2835.263,0,0,0.000000,6-6,8-9,no_counterexample_within_budgets
134,8,8,,No counterexample,-6.000000,27.351,0,0,0.000000,12-12,2-3,no_counterexample_within_budgets
135,1,1,,No counterexample,-0.312500,45.384,0,0,0.000000,7-8,15-15,no_counterexample_within_budgets
136,0,0,,No counterexample,28.000000,6494.848,0,0,0.000000,6-7,8-9,no_counterexample_within_budgets
137,1,1,,No counterexample,-6.500000,24.583,0,0,0.000000,14-14,2-3,no_counterexample_within_budgets
138,6,6,,No counterexample,-8.000000,37.567,0,0,0.000000,0-0,18-19,no_counterexample_within_budgets
139,4,4,,No counterexample,118.000000,3787.268,0,0,0.000000,16-16,9-10,no_counterexample_within_budgets
140,6,6,,No counterexample,24.000000,1889.920,0,0,0.000000,13-14,8-8,no_counterexample_within_budgets
141,7,7,,No counterexample,-8.000000,28.882,0,0,0.000000,6-7,3-4,no_counterexample_within_budgets
142,3,3,,Counterexample,-1000000000000000052504760255204420248704468581108159154915854115511802457988908195786371375080447864043704443832883878176942523235360430575644792184786706982848387200926575803737830233794788090059368953234970799945081119038967640880074652742780142494579258788820056842838115669472196386865459400540160.000000,24.461,1,4,4.000000,12-13,8-8,witness_found_greedy_byte
143,1,1,,No counterexample,19.875000,1379.748,0,0,0.000000,8-8,14-15,no_counterexample_within_budgets
144,7,7,,Counterexample,-1000000000000000052504760255204420248704468581108159154915854115511802457988908195786371375080447864043704443832883878176942523235360430575644792184786706982848387200926575803737830233794788090059368953234970799945081119038967640880074652742780142494579258788820056842838115669472196386865459400540160.000000,23.761,1,3,3.000000,1-1,10-11,witness_found_greedy_byte
145,1,1,,No counterexample,5.031250,5446.361,0,0,0.000000,6-6,22-23,no_counterexample_within_budgets
146,8,8,,No counterexample,112.000000,2092.849,0,0,0.000000,17-17,20-21,no_counterexample_within_budgets
147,2,2,,No counterexample,-8.000000,34.228,0,0,0.000000,0-0,0-1,no_counterexample_within_budgets
148,0,0,,No counterexample,-2.000000,33.012,0,0,0.000000,4-5,20-21,no_counterexample_within_budgets
149,2,2,,No counterexample,8.000000,1743.511,0,0,0.000000,1-2,14-15,no_counterexample_within_budgets
150,9,9,,Counterexample,-1000000000000000052504760255204420248704468581108159154915854115511802457988908195786371375080447864043704443832883878176942523235360430575644792184786706982848387200926575803737830233794788090059368953234970799945081119038967640880074652742780142494579258788820056842838115669472196386865459400540160.000000,17.497,1,4,4.000000,14-15,10-10,witness_found_greedy_byte
151,9,9,,Counterexample,-1000000000000000052504760255204420248704468581108159154915854115511802457988908195786371375080447864043704443832883878176942523235360430575644792184786706982848387200926575803737830233794788090059368953234970799945081119038967640880074652742780142494579258788820056842838115669472196386865459400540160.000000,21.988,1,3,3.000000,8-8,4-5,witness_found_greedy_byte
152,5,5,,No counterexample,-8.000000,32.363,0,0,0.000000,0-0,0-1,no_counterexample_within_budgets
153,5,5,,Counterexample,80.000000,3663.143,1,3,3.000000,11-12,12-13,witness_found_bab
154,1,1,,No counterexample,-0.125000,44.272,0,0,0.000000,16-16,2-3,no_counterexample_within_budgets
155,5,5,,No counterexample,-8.000000,32.561,0,0,0.000000,0-0,0-1,no_counterexample_within_budgets
156,6,6,,No counterexample,-4.000000,35.901,0,0,0.000000,6-7,5-5,no_counterexample_within_budgets
157,0,0,,No counterexample,-4.000000,32.983,0,0,0.000000,2-2,16-17,no_counterexample_within_budgets
158,3,3,,Counterexample,-1000000000000000052504760255204420248704468581108159154915854115511802457988908195786371375080447864043704443832883878176942523235360430575644792184786706982848387200926575803737830233794788090059368953234970799945081119038967640880074652742780142494579258788820056842838115669472196386865459400540160.000000,24.089,1,3,3.000000,15-15,10-11,witness_found_greedy_byte
159,4,4,,No counterexample,5.000000,1960.302,0,0,0.000000,2-2,14-15,no_counterexample_within_budgets
160,4,4,,No counterexample,16.000000,7789.702,0,0,0.000000,12-12,16-17,no_counterexample_within_budgets
161,6,6,,No counterexample,-0.500000,41.290,0,0,0.000000,9-9,18-19,no_counterexample_within_budgets
162,5,5,,No counterexample,-24.000000,32.727,0,0,0.000000,7-8,10-11,no_counterexample_within_budgets
163,4,4,,No counterexample,-16.500000,36.583,0,0,0.000000,4-4,16-17,no_counterexample_within_budgets
164,6,6,,No counterexample,28.500000,13607.052,0,0,0.000000,8-8,17-18,no_counterexample_within_budgets
165,5,5,,No counterexample,0.000000,33.524,0,0,0.000000,21-21,11-12,no_counterexample_within_budgets
166,4,4,,No counterexample,30.000000,4377.649,0,0,0.000000,10-10,14-15,no_counterexample_within_budgets
167,5,5,,Counterexample,-1000000000000000052504760255204420248704468581108159154915854115511802457988908195786371375080447864043704443832883878176942523235360430575644792184786706982848387200926575803737830233794788090059368953234970799945081119038967640880074652742780142494579258788820056842838115669472196386865459400540160.000000,23.971,1,3,3.000000,8-8,4-5,witness_found_greedy_byte
168,1,1,,No counterexample,5.125000,1329.793,0,0,0.000000,6-7,22-23,no_counterexample_within_budgets
169,4,4,,No counterexample,25.000000,7773.407,0,0,0.000000,8-9,17-17,no_counterexample_within_budgets
170,4,4,,No counterexample,27.500000,1102.190,0,0,0.000000,0-0,14-15,no_counterexample_within_budgets
171,7,7,,Counterexample,-1000000000000000052504760255204420248704468581108159154915854115511802457988908195786371375080447864043704443832883878176942523235360430575644792184786706982848387200926575803737830233794788090059368953234970799945081119038967640880074652742780142494579258788820056842838115669472196386865459400540160.000000,23.794,1,4,4.000000,2-2,4-5,witness_found_greedy_byte
172,2,2,,No counterexample,120.000000,15981.072,0,0,0.000000,6-7,14-14,no_counterexample_within_budgets
173,3,3,,No counterexample,96.000000,8353.151,0,0,0.000000,8-8,16-17,no_counterexample_within_budgets
174,2,2,,No counterexample,-6.000000,32.651,0,0,0.000000,11-11,19-20,no_counterexample_within_budgets
175,1,7,,Counterexample,-1000000000000000052504760255204420248704468581108159154915854115511802457988908195786371375080447864043704443832883878176942523235360430575644792184786706982848387200926575803737830233794788090059368953234970799945081119038967640880074652742780142494579258788820056842838115669472196386865459400540160.000000,22.448,1,3,3.000000,16-16,18-19,witness_found_greedy_byte
176,1,1,,No counterexample,3.187500,4045.414,0,0,0.000000,14-14,2-3,no_counterexample_within_budgets
177,8,8,,No counterexample,22.000000,2111.640,0,0,0.000000,18-18,24-25,no_counterexample_within_budgets
178,1,1,,No counterexample,3.093750,1168.157,0,0,0.000000,7-8,14-15,no_counterexample_within_budgets
179,8,8,,No counterexample,56.000000,13090.341,0,0,0.000000,14-14,19-20,no_counterexample_within_budgets
180,1,1,,No counterexample,7.140625,1441.419,0,0,0.000000,8-8,14-15,no_counterexample_within_budgets
181,6,8,,Counterexample,-1000000000000000052504760255204420248704468581108159154915854115511802457988908195786371375080447864043704443832883878176942523235360430575644792184786706982848387200926575803737830233794788090059368953234970799945081119038967640880074652742780142494579258788820056842838115669472196386865459400540160.000000,24.607,1,4,4.000000,7-7,17-18,witness_found_greedy_byte
182,5,5,,No counterexample,2.000000,414.436,0,0,0.000000,6-6,2-3,no_counterexample_within_budgets
183,0,0,,No counterexample,128.000000,12746.585,0,0,0.000000,16-17,16-16,no_counterexample_within_budgets
184,3,8,,Counterexample,-1000000000000000052504760255204420248704468581108159154915854115511802457988908195786371375080447864043704443832883878176942523235360430575644792184786706982848387200926575803737830233794788090059368953234970799945081119038967640880074652742780142494579258788820056842838115669472196386865459400540160.000000,24.495,1,4,4.000000,12-12,14-15,witness_found_greedy_byte
185,9,9,,Counterexample,-1000000000000000052504760255204420248704468581108159154915854115511802457988908195786371375080447864043704443832883878176942523235360430575644792184786706982848387200926575803737830233794788090059368953234970799945081119038967640880074652742780142494579258788820056842838115669472196386865459400540160.000000,24.088,1,4,4.000000,14-15,11-11,witness_found_greedy_byte
186,2,2,,No counterexample,120.000000,7377.493,0,0,0.000000,6-6,15-16,no_counterexample_within_budgets
187,5,5,,Counterexample,-1000000000000000052504760255204420248704468581108159154915854115511802457988908195786371375080447864043704443832883878176942523235360430575644792184786706982848387200926575803737830233794788090059368953234970799945081119038967640880074652742780142494579258788820056842838115669472196386865459400540160.000000,24.763,1,4,4.000000,12-12,9-10,witness_found_greedy_byte
