idx,clean_pred,true_label,new_pred,outcome,best_upper_margin,elapsed_s,pixels_changed,total_bit_flips,avg_hamming_per_pixel,patch_rows,patch_cols,note
84,8,8,,Counterexample,-1000000000000000052504760255204420248704468581108159154915854115511802457988908195786371375080447864043704443832883878176942523235360430575644792184786706982848387200926575803737830233794788090059368953234970799945081119038967640880074652742780142494579258788820056842838115669472196386865459400540160.000000,1732.588,1,4,4.000000,11-14,10-12,witness_found_greedy_byte
85,4,4,,No counterexample,77.500000,13600.395,0,0,0.000000,9-10,7-20,no_counterexample_within_budgets
86,7,7,,No counterexample,28.000000,6734.730,0,0,0.000000,11-11,9-11,no_counterexample_within_budgets
87,2,3,,Counterexample,-1000000000000000052504760255204420248704468581108159154915854115511802457988908195786371375080447864043704443832883878176942523235360430575644792184786706982848387200926575803737830233794788090059368953234970799945081119038967640880074652742780142494579258788820056842838115669472196386865459400540160.000000,1719.037,1,4,4.000000,0-12,8-15,witness_found_greedy_byte
88,6,6,,No counterexample,96.000000,16452.766,0,0,0.000000,19-19,11-17,no_counterexample_within_budgets
89,1,1,,No counterexample,11.500000,1401.612,0,0,0.000000,10-11,12-15,no_counterexample_within_budgets
90,3,3,,No counterexample,120.000000,14877.441,0,0,0.000000,10-10,10-12,no_counterexample_within_budgets
91,6,6,,No counterexample,0.000000,1234.617,0,0,0.000000,2-11,13-18,no_counterexample_within_budgets
92,4,9,,Counterexample,-1000000000000000052504760255204420248704468581108159154915854115511802457988908195786371375080447864043704443832883878176942523235360430575644792184786706982848387200926575803737830233794788090059368953234970799945081119038967640880074652742780142494579258788820056842838115669472196386865459400540160.000000,1564.216,1,3,3.000000,1-18,10-21,witness_found_greedy_byte
93,3,3,,No counterexample,90.000000,12239.450,0,0,0.000000,6-8,11-11,no_counterexample_within_budgets
94,1,1,,Counterexample,-1000000000000000052504760255204420248704468581108159154915854115511802457988908195786371375080447864043704443832883878176942523235360430575644792184786706982848387200926575803737830233794788090059368953234970799945081119038967640880074652742780142494579258788820056842838115669472196386865459400540160.000000,1392.278,1,4,4.000000,15-21,13-15,witness_found_greedy_byte
95,4,4,,No counterexample,104.000000,14038.244,0,0,0.000000,11-17,9-15,no_counterexample_within_budgets
96,1,1,,Counterexample,-1000000000000000052504760255204420248704468581108159154915854115511802457988908195786371375080447864043704443832883878176942523235360430575644792184786706982848387200926575803737830233794788090059368953234970799945081119038967640880074652742780142494579258788820056842838115669472196386865459400540160.000000,1552.928,1,4,4.000000,13-14,14-15,witness_found_greedy_byte
97,7,7,,Counterexample,-1000000000000000052504760255204420248704468581108159154915854115511802457988908195786371375080447864043704443832883878176942523235360430575644792184786706982848387200926575803737830233794788090059368953234970799945081119038967640880074652742780142494579258788820056842838115669472196386865459400540160.000000,1438.451,1,4,4.000000,8-10,12-14,witness_found_greedy_byte
98,6,6,,No counterexample,24.000000,11536.316,0,0,0.000000,6-20,12-17,no_counterexample_within_budgets
99,9,9,,No counterexample,86.000000,8682.428,0,0,0.000000,17-17,11-12,no_counterexample_within_budgets
100,6,6,,No counterexample,28.000000,3571.812,0,0,0.000000,10-11,12-13,no_counterexample_within_budgets
101,0,0,,No counterexample,88.000000,16289.538,0,0,0.000000,7-8,11-21,no_counterexample_within_budgets
102,5,5,,Counterexample,-1000000000000000052504760255204420248704468581108159154915854115511802457988908195786371375080447864043704443832883878176942523235360430575644792184786706982848387200926575803737830233794788090059368953234970799945081119038967640880074652742780142494579258788820056842838115669472196386865459400540160.000000,1238.866,1,4,4.000000,7-12,11-22,witness_found_greedy_byte
103,4,4,,No counterexample,17.500000,3840.690,0,0,0.000000,5-5,16-17,no_counterexample_within_budgets
104,9,9,,No counterexample,88.000000,17743.450,0,0,0.000000,18-18,10-12,no_counterexample_within_budgets
105,9,9,,No counterexample,54.000000,11639.684,0,0,0.000000,7-15,11-21,no_counterexample_within_budgets
106,2,2,,No counterexample,120.000000,11621.394,0,0,0.000000,3-22,9-9,no_counterexample_within_budgets
107,1,1,,No counterexample,26.000000,4781.177,0,0,0.000000,9-10,13-13,no_counterexample_within_budgets
108,9,9,,No counterexample,80.000000,16457.019,0,0,0.000000,0-0,18-20,no_counterexample_within_budgets
109,4,4,,Counterexample,68.000000,1542.279,2,2,1.000000,16-16,11-12,witness_found_bab
110,8,8,,No counterexample,80.000000,17093.950,0,0,0.000000,14-15,8-15,no_counterexample_within_budgets
111,7,7,,No counterexample,30.000000,18127.094,0,0,0.000000,4-8,9-14,no_counterexample_within_budgets
112,3,3,,No counterexample,80.000000,8529.255,0,0,0.000000,12-15,15-15,no_counterexample_within_budgets
113,9,9,,No counterexample,112.000000,15562.186,0,0,0.000000,11-18,10-17,no_counterexample_within_budgets
114,7,7,,No counterexample,96.000000,17170.060,0,0,0.000000,9-10,10-10,no_counterexample_within_budgets
115,4,4,,Counterexample,-1000000000000000052504760255204420248704468581108159154915854115511802457988908195786371375080447864043704443832883878176942523235360430575644792184786706982848387200926575803737830233794788090059368953234970799945081119038967640880074652742780142494579258788820056842838115669472196386865459400540160.000000,1648.080,1,3,3.000000,16-16,11-12,witness_found_greedy_byte
116,4,4,,No counterexample,18.500000,6553.463,0,0,0.000000,6-6,16-17,no_counterexample_within_budgets
117,4,4,,No counterexample,81.500000,10259.781,0,0,0.000000,6-6,16-18,no_counterexample_within_budgets
118,9,9,,No counterexample,28.000000,17098.196,0,0,0.000000,9-10,15-15,no_counterexample_within_budgets
119,2,2,,No counterexample,8.000000,1871.574,0,0,0.000000,7-8,7-8,no_counterexample_within_budgets
120,5,5,,No counterexample,72.000000,10153.787,0,0,0.000000,5-6,12-12,no_counterexample_within_budgets
121,4,4,,No counterexample,27.000000,5882.024,0,0,0.000000,15-16,9-12,no_counterexample_within_budgets
122,7,7,,No counterexample,128.000000,14707.999,0,0,0.000000,7-8,9-11,no_counterexample_within_budgets
123,6,6,,No counterexample,18.000000,1923.503,0,0,0.000000,9-19,9-14,no_counterexample_within_budgets
124,7,7,,No counterexample,56.000000,5644.672,0,0,0.000000,6-7,10-11,no_counterexample_within_budgets
125,9,9,,No counterexample,84.000000,13439.559,0,0,0.000000,12-14,9-12,no_counterexample_within_budgets
126,0,0,,No counterexample,10.000000,1822.644,0,0,0.000000,12-14,5-5,no_counterexample_within_budgets
127,5,5,,No counterexample,88.000000,14294.913,0,0,0.000000,6-7,9-18,no_counterexample_within_budgets
128,8,8,,No counterexample,54.000000,3133.045,0,0,0.000000,11-12,10-10,no_counterexample_within_budgets
129,5,5,,No counterexample,80.000000,14556.442,0,0,0.000000,9-14,18-20,no_counterexample_within_budgets
130,6,6,,No counterexample,120.000000,4610.051,0,0,0.000000,11-17,10-14,no_counterexample_within_budgets
131,6,6,,No counterexample,80.000000,14350.515,0,0,0.000000,9-14,9-9,no_counterexample_within_budgets
132,5,5,,No counterexample,160.000000,6609.447,0,0,0.000000,11-13,10-12,no_counterexample_within_budgets
133,7,7,,No counterexample,80.000000,16272.882,0,0,0.000000,5-5,4-5,no_counterexample_within_budgets
134,8,8,,No counterexample,96.000000,16927.688,0,0,0.000000,11-23,12-12,no_counterexample_within_budgets
135,1,1,,No counterexample,-0.312500,1462.253,0,0,0.000000,7-8,15-15,no_counterexample_within_budgets
136,0,0,,No counterexample,28.000000,9678.084,0,0,0.000000,7-8,8-9,no_counterexample_within_budgets
137,1,1,,No counterexample,15.000000,5875.221,0,0,0.000000,9-10,10-16,no_counterexample_within_budgets
138,6,6,,No counterexample,78.000000,7159.057,0,0,0.000000,16-20,12-18,no_counterexample_within_budgets
139,4,4,,No counterexample,136.000000,15976.709,0,0,0.000000,16-17,10-11,no_counterexample_within_budgets
140,6,6,,No counterexample,30.000000,4220.845,0,0,0.000000,6-20,11-15,no_counterexample_within_budgets
141,7,7,,No counterexample,16.000000,1738.779,0,0,0.000000,0-18,12-17,no_counterexample_within_budgets
142,3,3,,No counterexample,96.000000,15076.768,0,0,0.000000,4-6,11-17,no_counterexample_within_budgets
143,1,1,,No counterexample,22.875000,2868.515,0,0,0.000000,5-19,12-12,no_counterexample_within_budgets
144,7,7,,Counterexample,-1000000000000000052504760255204420248704468581108159154915854115511802457988908195786371375080447864043704443832883878176942523235360430575644792184786706982848387200926575803737830233794788090059368953234970799945081119038967640880074652742780142494579258788820056842838115669472196386865459400540160.000000,1439.046,1,4,4.000000,3-3,12-15,witness_found_greedy_byte
145,1,1,,No counterexample,3.968750,6538.334,0,0,0.000000,4-6,22-22,no_counterexample_within_budgets
146,8,8,,Counterexample,-1000000000000000052504760255204420248704468581108159154915854115511802457988908195786371375080447864043704443832883878176942523235360430575644792184786706982848387200926575803737830233794788090059368953234970799945081119038967640880074652742780142494579258788820056842838115669472196386865459400540160.000000,1736.669,1,4,4.000000,13-14,9-10,witness_found_greedy_byte
147,2,2,,No counterexample,120.000000,19902.201,0,0,0.000000,6-7,16-18,no_counterexample_within_budgets
148,0,0,,No counterexample,12.000000,11976.227,0,0,0.000000,6-7,8-9,no_counterexample_within_budgets
149,2,2,,Counterexample,32.000000,3901.194,2,4,2.000000,8-10,15-19,witness_found_bab
150,9,9,,Counterexample,-1000000000000000052504760255204420248704468581108159154915854115511802457988908195786371375080447864043704443832883878176942523235360430575644792184786706982848387200926575803737830233794788090059368953234970799945081119038967640880074652742780142494579258788820056842838115669472196386865459400540160.000000,1692.583,1,4,4.000000,14-15,10-10,witness_found_greedy_byte
151,9,9,,Counterexample,-1000000000000000052504760255204420248704468581108159154915854115511802457988908195786371375080447864043704443832883878176942523235360430575644792184786706982848387200926575803737830233794788090059368953234970799945081119038967640880074652742780142494579258788820056842838115669472196386865459400540160.000000,1763.417,1,4,4.000000,7-9,6-9,witness_found_greedy_byte
152,5,5,,No counterexample,88.000000,15795.465,0,0,0.000000,4-4,15-20,no_counterexample_within_budgets
153,5,5,,No counterexample,88.000000,17433.695,0,0,0.000000,8-9,12-12,no_counterexample_within_budgets
154,1,1,,No counterexample,1.937500,3274.237,0,0,0.000000,7-14,15-23,no_counterexample_within_budgets
155,5,5,,No counterexample,-8.000000,1491.519,0,0,0.000000,0-0,0-1,no_counterexample_within_budgets
156,6,6,,No counterexample,12.000000,2165.499,0,0,0.000000,2-5,6-7,no_counterexample_within_budgets
157,0,0,,No counterexample,28.000000,3045.371,0,0,0.000000,11-21,13-19,no_counterexample_within_budgets
158,3,3,,Counterexample,-1000000000000000052504760255204420248704468581108159154915854115511802457988908195786371375080447864043704443832883878176942523235360430575644792184786706982848387200926575803737830233794788090059368953234970799945081119038967640880074652742780142494579258788820056842838115669472196386865459400540160.000000,1543.884,1,4,4.000000,0-1,14-14,witness_found_greedy_byte
159,4,4,,No counterexample,12.000000,12010.056,0,0,0.000000,16-18,8-12,no_counterexample_within_budgets
160,4,4,,No counterexample,8.000000,1807.396,0,0,0.000000,3-4,6-9,no_counterexample_within_budgets
161,6,6,,No counterexample,15.500000,1984.818,0,0,0.000000,13-19,9-12,no_counterexample_within_budgets
162,5,5,,No counterexample,-24.000000,1738.122,0,0,0.000000,7-8,10-11,no_counterexample_within_budgets
163,4,4,,No counterexample,-2.500000,1658.968,0,0,0.000000,6-10,8-8,no_counterexample_within_budgets
164,6,6,,No counterexample,24.000000,8413.025,0,0,0.000000,11-15,15-18,no_counterexample_within_budgets
165,5,5,,No counterexample,80.000000,20777.245,0,0,0.000000,6-6,16-21,no_counterexample_within_budgets
166,4,4,,No counterexample,30.000000,3842.315,0,0,0.000000,5-7,15-18,no_counterexample_within_budgets
167,5,5,,Counterexample,-1000000000000000052504760255204420248704468581108159154915854115511802457988908195786371375080447864043704443832883878176942523235360430575644792184786706982848387200926575803737830233794788090059368953234970799945081119038967640880074652742780142494579258788820056842838115669472196386865459400540160.000000,1660.699,1,3,3.000000,6-6,11-12,witness_found_greedy_byte
168,1,1,,No counterexample,8.625000,5579.368,0,0,0.000000,6-12,16-23,no_counterexample_within_budgets
169,4,4,,No counterexample,25.500000,9474.129,0,0,0.000000,7-8,17-17,no_counterexample_within_budgets
170,4,4,,No counterexample,30.500000,9288.548,0,0,0.000000,7-7,14-16,no_counterexample_within_budgets
171,7,7,,Counterexample,-1000000000000000052504760255204420248704468581108159154915854115511802457988908195786371375080447864043704443832883878176942523235360430575644792184786706982848387200926575803737830233794788090059368953234970799945081119038967640880074652742780142494579258788820056842838115669472196386865459400540160.000000,1667.424,1,4,4.000000,17-18,8-12,witness_found_greedy_byte
172,2,2,,No counterexample,120.000000,16343.529,0,0,0.000000,0-0,12-13,no_counterexample_within_budgets
173,3,3,,No counterexample,56.000000,13716.743,0,0,0.000000,5-5,20-22,no_counterexample_within_budgets
174,2,2,,No counterexample,10.000000,2002.463,0,0,0.000000,16-19,12-12,no_counterexample_within_budgets
175,1,7,,Counterexample,-1000000000000000052504760255204420248704468581108159154915854115511802457988908195786371375080447864043704443832883878176942523235360430575644792184786706982848387200926575803737830233794788090059368953234970799945081119038967640880074652742780142494579258788820056842838115669472196386865459400540160.000000,1573.357,1,4,4.000000,5-9,14-19,witness_found_greedy_byte
176,1,1,,No counterexample,3.578125,4291.556,0,0,0.000000,6-10,17-23,no_counterexample_within_budgets
177,8,8,,Counterexample,128.000000,5300.296,2,4,2.000000,15-15,10-11,witness_found_bab
178,1,1,,No counterexample,3.093750,2412.752,0,0,0.000000,7-8,14-15,no_counterexample_within_budgets
179,8,8,,No counterexample,104.000000,8915.581,0,0,0.000000,11-12,11-12,no_counterexample_within_budgets
180,1,1,,No counterexample,7.140625,2845.130,0,0,0.000000,8-8,14-15,no_counterexample_within_budgets
181,6,8,,Counterexample,-1000000000000000052504760255204420248704468581108159154915854115511802457988908195786371375080447864043704443832883878176942523235360430575644792184786706982848387200926575803737830233794788090059368953234970799945081119038967640880074652742780142494579258788820056842838115669472196386865459400540160.000000,1734.097,1,2,2.000000,6-7,8-15,witness_found_greedy_byte
182,5,5,,No counterexample,24.000000,15585.813,0,0,0.000000,9-16,14-17,no_counterexample_within_budgets
183,0,0,,No counterexample,128.000000,5289.834,0,0,0.000000,6-16,16-16,no_counterexample_within_budgets
184,3,8,,Counterexample,-1000000000000000052504760255204420248704468581108159154915854115511802457988908195786371375080447864043704443832883878176942523235360430575644792184786706982848387200926575803737830233794788090059368953234970799945081119038967640880074652742780142494579258788820056842838115669472196386865459400540160.000000,1586.570,1,4,4.000000,4-11,11-22,witness_found_greedy_byte
185,9,9,,No counterexample,96.000000,12713.572,0,0,0.000000,5-19,9-13,no_counterexample_within_budgets
186,2,2,,No counterexample,56.000000,16445.553,0,0,0.000000,2-2,6-7,no_counterexample_within_budgets
187,5,5,,No counterexample,32.000000,2956.956,0,0,0.000000,1-18,10-14,no_counterexample_within_budgets
188,0,0,,No counterexample,56.000000,8281.169,0,0,0.000000,8-9,8-8,no_counterexample_within_budgets
189,1,1,,No counterexample,5.750000,10842.388,0,0,0.000000,6-6,22-23,no_counterexample_within_budgets
190,1,1,,No counterexample,24.250000,10667.779,0,0,0.000000,10-14,14-18,no_counterexample_within_budgets
191,1,1,,No counterexample,9.125000,9100.051,0,0,0.000000,12-16,12-13,no_counterexample_within_budgets
192,0,0,,No counterexample,120.000000,8292.979,0,0,0.000000,0-15,12-15,no_counterexample_within_budgets
193,9,9,,Counterexample,96.000000,11338.905,2,4,2.000000,11-19,14-16,witness_found_bab
194,0,0,,No counterexample,48.000000,10156.346,0,0,0.000000,21-22,8-8,no_counterexample_within_budgets
195,3,3,,No counterexample,20.000000,15394.427,0,0,0.000000,0-0,12-13,no_counterexample_within_budgets
196,1,1,,No counterexample,10.687500,6124.364,0,0,0.000000,17-18,13-13,no_counterexample_within_budgets
197,6,6,,No counterexample,120.000000,16631.087,0,0,0.000000,10-13,9-14,no_counterexample_within_budgets
198,4,4,,No counterexample,80.500000,5965.867,0,0,0.000000,8-15,13-14,no_counterexample_within_budgets
199,2,2,,No counterexample,56.000000,12519.864,0,0,0.000000,3-4,2-3,no_counterexample_within_budgets
200,3,3,,Counterexample,32.000000,2190.895,2,4,2.000000,3-4,8-8,witness_found_bab
201,6,6,,No counterexample,128.000000,7212.941,0,0,0.000000,11-11,15-17,no_counterexample_within_budgets
202,1,1,,No counterexample,8.500000,1816.464,0,0,0.000000,9-10,19-19,no_counterexample_within_budgets
